var_names,OlinkID,Assay,UniProt,Panel,Panel_Version,Protein target,Short name,gene_name
OID21117,OID21117,CNTN4,Q8IWV2,NEUROLOGY,1,Contactin-4 ,CNTN4,CNTN4
OID20883,OID20883,BRK1,Q8WUW1,NEUROLOGY,1,Protein BRICK1 ,BRK1,BRK1
OID20823,OID20823,IDI2,Q9BXS1,NEUROLOGY,1,Isopentenyl-diphosphate delta-isomerase 2 ,IDI2,IDI2
OID21089,OID21089,IL17RA,Q96F46,NEUROLOGY,1,Interleukin-17 receptor A ,IL17RA,IL17RA
OID21110,OID21110,CD99,P14209,NEUROLOGY,1,CD99 antigen ,CD99,CD99
OID20972,OID20972,BAG3,O95817,NEUROLOGY,1,BAG family molecular chaperone regulator 3 ,BAG3,BAG3
OID20890,OID20890,GPKOW,Q92917,NEUROLOGY,1,G-patch domain and KOW motifs-containing protein ,GPKOW,GPKOW
OID20887,OID20887,HMOX2,P30519,NEUROLOGY,1,Heme oxygenase 2 ,HMOX2,HMOX2
OID20955,OID20955,STAMBP,O95630,NEUROLOGY,1,STAM-binding protein ,STAMBP,STAMBP
OID20980,OID20980,OBP2B,Q9NPH6,NEUROLOGY,1,Odorant-binding protein 2b ,OBP2B,OBP2B
OID21020,OID21020,SEMA4D,Q92854,NEUROLOGY,1,Semaphorin-4D ,SEMA4D,SEMA4D
OID20829,OID20829,HSP90B1,P14625,NEUROLOGY,1,Endoplasmin ,HSP90B1,HSP90B1
OID20893,OID20893,CASP10,Q92851,NEUROLOGY,1,Caspase-10 ,CASP10,CASP10
OID21051,OID21051,BST1,Q10588,NEUROLOGY,1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 ,BST1,BST1
OID21150,OID21150,CTRB1,P17538,NEUROLOGY,1,Chymotrypsinogen B ,CTRB1,CTRB1
OID21149,OID21149,CA2,P00918,NEUROLOGY,1,Carbonic anhydrase 2 ,CA2,CA2
OID20886,OID20886,ANXA10,Q9UJ72,NEUROLOGY,1,Annexin A10 ,ANXA10,ANXA10
OID21075,OID21075,GGT1,P19440,NEUROLOGY,1,Glutathione hydrolase 1 proenzyme ,GGT1,GGT1
OID20792,OID20792,NDRG1,Q92597,NEUROLOGY,1,Protein NDRG1 ,NDRG1,NDRG1
OID21160,OID21160,PARK7,Q99497,NEUROLOGY,1,Protein/nucleic acid deglycase DJ-1 ,PARK7,PARK7
OID21001,OID21001,ADAM22,Q9P0K1,NEUROLOGY,1,Disintegrin and metalloproteinase domain-containing protein 22 ,ADAM22,ADAM22
OID21159,OID21159,GRN,P28799,NEUROLOGY,1,Progranulin ,GRN,GRN
OID20840,OID20840,EPHA10,Q5JZY3,NEUROLOGY,1,Ephrin type-A receptor 10 ,EPHA10,EPHA10
OID20888,OID20888,KLB,Q86Z14,NEUROLOGY,1,Beta-klotho ,KLB,KLB
OID20965,OID20965,LAIR2,Q6ISS4,NEUROLOGY,1,Leukocyte-associated immunoglobulin-like receptor 2 ,LAIR2,LAIR2
OID20895,OID20895,AKT1S1,Q96B36,NEUROLOGY,1,Proline-rich AKT1 substrate 1 ,AKT1S1,AKT1S1
OID21102,OID21102,PIGR,P01833,NEUROLOGY,1,Polymeric immunoglobulin receptor ,PIGR,PIGR
OID21103,OID21103,MMP9,P14780,NEUROLOGY,1,Matrix metalloproteinase-9 ,MMP9,MMP9
OID21132,OID21132,GNLY,P22749,NEUROLOGY,1,Granulysin ,GNLY,GNLY
OID20832,OID20832,PADI4,Q9UM07,NEUROLOGY,1,Protein-arginine deiminase type-4 ,PADI4,PADI4
OID20859,OID20859,CARHSP1,Q9Y2V2,NEUROLOGY,1,Calcium-regulated heat-stable protein 1 ,CARHSP1,CARHSP1
OID20928,OID20928,CLEC10A,Q8IUN9,NEUROLOGY,1,C-type lectin domain family 10 member A ,CLEC10A,CLEC10A
OID21029,OID21029,BST2,Q10589,NEUROLOGY,1,Bone marrow stromal antigen 2 ,BST2,BST2
OID20850,OID20850,PMVK,Q15126,NEUROLOGY,1,Phosphomevalonate kinase ,PMVK,PMVK
OID20833,OID20833,IVD,P26440,NEUROLOGY,1,"Isovaleryl-CoA dehydrogenase, mitochondrial ",IVD,IVD
OID20997,OID20997,CXCL8,P10145,NEUROLOGY,1,Interleukin-8 ,CXCL8,CXCL8
OID21033,OID21033,PRL,P01236,NEUROLOGY,1,Prolactin ,PRL,PRL
OID20936,OID20936,VWC2,Q2TAL6,NEUROLOGY,1,Brorin ,VWC2,VWC2
OID20855,OID20855,ILKAP,Q9H0C8,NEUROLOGY,1,Integrin-linked kinase-associated serine/threonine phosphatase 2C ,ILKAP,ILKAP
OID20970,OID20970,LAYN,Q6UX15,NEUROLOGY,1,Layilin,LAYN,LAYN
OID21118,OID21118,TMSB10,P63313,NEUROLOGY,1,Thymosin beta-10,TMSB10,TMSB10
OID21125,OID21125,EFNA1,P20827,NEUROLOGY,1,Ephrin-A1 ,EFNA1,EFNA1
OID21099,OID21099,MESD,Q14696,NEUROLOGY,1,LRP chaperone MESD ,MESD,MESD
OID21115,OID21115,NUDT5,Q9UKK9,NEUROLOGY,1,ADP-sugar pyrophosphatase ,NUDT5,NUDT5
OID20864,OID20864,C2CD2L,O14523,NEUROLOGY,1,Phospholipid transfer protein C2CD2L ,C2CD2L,C2CD2L
OID21137,OID21137,HAVCR2,Q8TDQ0,NEUROLOGY,1,Hepatitis A virus cellular receptor 2 ,HAVCR2,HAVCR2
OID21023,OID21023,SERPINB6,P35237,NEUROLOGY,1,Serpin B6 ,SERPINB6,SERPINB6
OID21010,OID21010,CD300C,Q08708,NEUROLOGY,1,CMRF35-like molecule 6 ,CD300C,CD300C
OID20924,OID20924,SPOCK1,Q08629,NEUROLOGY,1,Testican-1 ,SPOCK1,SPOCK1
OID21105,OID21105,PLA2G7,Q13093,NEUROLOGY,1,Platelet-activating factor acetylhydrolase ,PLA2G7,PLA2G7
OID20926,OID20926,WWP2,O00308,NEUROLOGY,1,NEDD4-like E3 ubiquitin-protein ligase WWP2 ,WWP2,WWP2
OID21139,OID21139,ITGA5,P08648,NEUROLOGY,1,Integrin alpha-5 ,ITGA5,ITGA5
OID21036,OID21036,ANXA3,P12429,NEUROLOGY,1,Annexin A3 ,ANXA3,ANXA3
OID21156,OID21156,CLPS,P04118,NEUROLOGY,1,Colipase,CLPS,CLPS
OID20987,OID20987,TCL1A,P56279,NEUROLOGY,1,T-cell leukemia/lymphoma protein 1A ,TCL1A,TCL1A
OID21000,OID21000,EIF4B,P23588,NEUROLOGY,1,Eukaryotic translation initiation factor 4B ,EIF4B,EIF4B
OID21056,OID21056,CTSS,P25774,NEUROLOGY,1,Cathepsin S ,CTSS,CTSS
OID21025,OID21025,CD34,P28906,NEUROLOGY,1,Hematopoietic progenitor cell antigen CD34 ,CD34,CD34
OID21134,OID21134,MFGE8,Q08431,NEUROLOGY,1,Lactadherin ,MFGE8,MFGE8
OID21034,OID21034,LBR,Q14739,NEUROLOGY,1,Delta-14-SR,LBR,LBR
OID20983,OID20983,CALCA,P01258,NEUROLOGY,1,Calcitonin [Cleaved into: Calcitonin; Katacalcin ,CALCA,CALCA
OID20989,OID20989,PSME2,Q9UL46,NEUROLOGY,1,Proteasome activator complex subunit 2 ,PSME2,PSME2
OID21003,OID21003,LXN,Q9BS40,NEUROLOGY,1,Latexin ,LXN,LXN
OID21035,OID21035,LAMP2,P13473,NEUROLOGY,1,Lysosome-associated membrane glycoprotein 2 ,LAMP2,LAMP2
OID21104,OID21104,THBS2,P35442,NEUROLOGY,1,Thrombospondin-2,THBS2,THBS2
OID21060,OID21060,CPA2,P48052,NEUROLOGY,1,Carboxypeptidase A2 ,CPA2,CPA2
OID21135,OID21135,TXNRD1,Q16881,NEUROLOGY,1,"Thioredoxin reductase 1, cytoplasmic ",TXNRD1,TXNRD1
OID21049,OID21049,TNFRSF8,P28908,NEUROLOGY,1,Tumor necrosis factor receptor superfamily member 8 ,TNFRSF8,TNFRSF8
OID20943,OID20943,SCARB2,Q14108,NEUROLOGY,1,Lysosome membrane protein 2 ,SCARB2,SCARB2
OID21116,OID21116,IL1R1,P14778,NEUROLOGY,1,Interleukin-1 receptor type 1 ,IL1R1,IL1R1
OID21083,OID21083,MMP3,P08254,NEUROLOGY,1,Stromelysin-1 ,MMP3,MMP3
OID21014,OID21014,STC1,P52823,NEUROLOGY,1,Stanniocalcin-1 ,STC1,STC1
OID20934,OID20934,DKK4,Q9UBT3,NEUROLOGY,1,Dickkopf-related protein 4 ,DKK4,DKK4
OID21129,OID21129,PILRA,Q9UKJ1,NEUROLOGY,1,Paired immunoglobulin-like type 2 receptor alpha ,PILRA,PILRA
OID20925,OID20925,PAEP,P09466,NEUROLOGY,1,Glycodelin ,PAEP,PAEP
OID20948,OID20948,SETMAR,Q53H47,NEUROLOGY,1,Histone-lysine N-methyltransferase SETMAR ,SETMAR,SETMAR
OID21017,OID21017,EZR,P15311,NEUROLOGY,1,Ezrin ,EZR,EZR
OID20995,OID20995,CST5,P28325,NEUROLOGY,1,Cystatin-D ,CST5,CST5
OID21040,OID21040,CD74,P04233,NEUROLOGY,1,HLA class II histocompatibility antigen gamma chain ,CD74,CD74
OID20952,OID20952,TXLNA,P40222,NEUROLOGY,1,Alpha-taxilin,TXLNA,TXLNA
OID20960,OID20960,FKBP4,Q02790,NEUROLOGY,1,Peptidyl-prolyl cis-trans isomerase FKBP4 ,FKBP4,FKBP4
OID20814,OID20814,SLC27A4,Q6P1M0,NEUROLOGY,1,Long-chain fatty acid transport protein 4 ,SLC27A4,SLC27A4
OID20966,OID20966,CD274,Q9NZQ7,NEUROLOGY,1,Programmed cell death 1 ligand 1 ,CD274,CD274
OID21032,OID21032,SUMF2,Q8NBJ7,NEUROLOGY,1,Inactive C-alpha-formylglycine-generating enzyme 2 ,SUMF2,SUMF2
OID21064,OID21064,JAM2,P57087,NEUROLOGY,1,Junctional adhesion molecule B ,JAM2,JAM2
OID21052,OID21052,TNFRSF21,O75509,NEUROLOGY,1,Tumor necrosis factor receptor superfamily member 21 ,TNFRSF21,TNFRSF21
OID20857,OID20857,CERT,Q9Y5P4,NEUROLOGY,1,Ceramide transfer protein ,CERT,CERT1
OID21008,OID21008,CDH3,P22223,NEUROLOGY,1,Cadherin-3 ,CDH3,CDH3
OID21050,OID21050,THY1,P04216,NEUROLOGY,1,Thy-1 membrane glycoprotein ,THY1,THY1
OID20870,OID20870,TARBP2,Q15633,NEUROLOGY,1,RISC-loading complex subunit TARBP2 ,TARBP2,TARBP2
OID20872,OID20872,FHIT,P49789,NEUROLOGY,1,Dinucleosidetriphosphatase,FHIT,FHIT
OID21063,OID21063,MSR1,P21757,NEUROLOGY,1,Macrophage scavenger receptor types I and II ,MSR1,MSR1
OID20806,OID20806,AMFR,Q9UKV5,NEUROLOGY,1,E3 ubiquitin-protein ligase AMFR ,AMFR,AMFR
OID21086,OID21086,HARS,P12081,NEUROLOGY,1,"Histidine--tRNA ligase, cytoplasmic ",HARS,HARS1
OID21106,OID21106,NOMO1,Q15155,NEUROLOGY,1,Nodal modulator 1 ,NOMO1,NOMO1
OID21067,OID21067,BIN2,Q9UBW5,NEUROLOGY,1,Bridging integrator 2 ,BIN2,BIN2
OID20911,OID20911,IL6,P05231,NEUROLOGY,1,Interleukin-6 ,IL6,IL6
OID21084,OID21084,WARS,P23381,NEUROLOGY,1,"Tryptophan--tRNA ligase, cytoplasmic ",WARS,WARS1
OID20918,OID20918,EBAG9,O00559,NEUROLOGY,1,Receptor-binding cancer antigen expressed on SiSo cells ,EBAG9,EBAG9
OID20916,OID20916,PSG1,P11464,NEUROLOGY,1,Pregnancy-specific beta-1-glycoprotein 1 ,PSG1,PSG1
OID20953,OID20953,TNFSF14,O43557,NEUROLOGY,1,Tumor necrosis factor ligand superfamily member 14 ,TNFSF14,TNFSF14
OID20914,OID20914,CRTAM,O95727,NEUROLOGY,1,Cytotoxic and regulatory T-cell molecule ,CRTAM,CRTAM
OID21006,OID21006,CNTN5,O94779,NEUROLOGY,1,Contactin-5 ,CNTN5,CNTN5
OID20903,OID20903,DARS,P14868,NEUROLOGY,1,"Aspartate--tRNA ligase, cytoplasmic ",DARS,DARS1
OID21012,OID21012,TXNDC5,Q8NBS9,NEUROLOGY,1,Thioredoxin domain-containing protein 5 ,TXNDC5,TXNDC5
OID20907,OID20907,IMPA1,P29218,NEUROLOGY,1,Inositol monophosphatase 1 ,IMPA1,IMPA1
OID21021,OID21021,PDCD5,O14737,NEUROLOGY,1,Programmed cell death protein 5 ,PDCD5,PDCD5
OID20834,OID20834,NOS3,P29474,NEUROLOGY,1,"Nitric oxide synthase, endothelial ",NOS3,NOS3
OID20799,OID20799,SLC16A1,P53985,NEUROLOGY,1,Monocarboxylate transporter 1 ,SLC16A1,SLC16A1
OID21088,OID21088,SERPINB1,P30740,NEUROLOGY,1,Leukocyte elastase inhibitor ,SERPINB1,SERPINB1
OID21073,OID21073,MIF,P14174,NEUROLOGY,1,Macrophage migration inhibitory factor ,MIF,MIF
OID21005,OID21005,CDH15,P55291,NEUROLOGY,1,Cadherin-15 ,CDH15,CDH15
OID21026,OID21026,VCAN,P13611,NEUROLOGY,1,Versican core protein ,VCAN,VCAN
OID20920,OID20920,NGF,P01138,NEUROLOGY,1,Beta-nerve growth factor ,NGF,NGF
OID20908,OID20908,PTPN1,P18031,NEUROLOGY,1,Tyrosine-protein phosphatase non-receptor type 1 ,PTPN1,PTPN1
OID21090,OID21090,CLEC14A,Q86T13,NEUROLOGY,1,C-type lectin domain family 14 member A ,CLEC14A,CLEC14A
OID20950,OID20950,RHOC,P08134,NEUROLOGY,1,Rho-related GTP-binding protein RhoC ,RHOC,RHOC
OID20951,OID20951,MDGA1,Q8NFP4,NEUROLOGY,1,MAM domain-containing glycosylphosphatidylinositol anchor protein 1 ,MDGA1,MDGA1
OID21080,OID21080,CD164,Q04900,NEUROLOGY,1,Sialomucin core protein 24 ,CD164,CD164
OID20915,OID20915,CSF2RA,P15509,NEUROLOGY,1,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha ,CSF2RA,CSF2RA
OID20939,OID20939,WFIKKN1,Q96NZ8,NEUROLOGY,1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1 ",WFIKKN1,WFIKKN1
OID20825,OID20825,GLT8D2,Q9H1C3,NEUROLOGY,1,Glycosyltransferase 8 domain-containing protein 2 ,GLT8D2,GLT8D2
OID20963,OID20963,LPO,P22079,NEUROLOGY,1,Lactoperoxidase ,LPO,LPO
OID20804,OID20804,C19orf12,Q9NSK7,NEUROLOGY,1,Protein C19orf12,C19orf12,C19orf12
OID21121,OID21121,MYOC,Q99972,NEUROLOGY,1,Myocilin ,MYOC,MYOC
OID20919,OID20919,ULBP2,Q9BZM5,NEUROLOGY,1,UL16-binding protein 2 ,ULBP2,ULBP2
OID20944,OID20944,GPC5,P78333,NEUROLOGY,1,Glypican-5 [Cleaved into: Secreted glypican-5],GPC5,GPC5
OID21097,OID21097,SPINK1,P00995,NEUROLOGY,1,Serine protease inhibitor Kazal-type 1 ,SPINK1,SPINK1
OID21098,OID21098,SUSD2,Q9UGT4,NEUROLOGY,1,Sushi domain-containing protein 2,SUSD2,SUSD2
OID21158,OID21158,IGFBP4,P22692,NEUROLOGY,1,Insulin-like growth factor-binding protein 4 ,IGFBP4,IGFBP4
OID20923,OID20923,CRADD,P78560,NEUROLOGY,1,Death domain-containing protein CRADD ,CRADD,CRADD
OID21061,OID21061,CLEC1B,Q9P126,NEUROLOGY,1,C-type lectin domain family 1 member B ,CLEC1B,CLEC1B
OID21016,OID21016,VTA1,Q9NP79,NEUROLOGY,1,Vacuolar protein sorting-associated protein VTA1 homolog ,VTA1,VTA1
OID20848,OID20848,TNF,P01375,NEUROLOGY,1,Tumor necrosis factor ,TNF,TNF
OID20810,OID20810,ANXA5,P08758,NEUROLOGY,1,Annexin A5 ,ANXA5,ANXA5
OID21093,OID21093,INHBC,P55103,NEUROLOGY,1,Inhibin beta C chain ,INHBC,INHBC
OID21074,OID21074,NPTX1,Q15818,NEUROLOGY,1,Neuronal pentraxin-1 ,NPTX1,NPTX1
OID20822,OID20822,PXN,P49023,NEUROLOGY,1,Paxillin,PXN,PXN
OID21039,OID21039,ADAM8,P78325,NEUROLOGY,1,Disintegrin and metalloproteinase domain-containing protein 8 ,ADAM8,ADAM8
OID20973,OID20973,CCS,O14618,NEUROLOGY,1,Copper chaperone for superoxide dismutase ,CCS,CCS
OID21004,OID21004,CCL2,P13500,NEUROLOGY,1,C-C motif chemokine 2 ,CCL2,CCL2
OID21059,OID21059,LRPAP1,P30533,NEUROLOGY,1,Alpha-2-macroglobulin receptor-associated protein ,LRPAP1,LRPAP1
OID20863,OID20863,NOS1,P29475,NEUROLOGY,1,"Nitric oxide synthase, brain ",NOS1,NOS1
OID21038,OID21038,CHGB,P05060,NEUROLOGY,1,Secretogranin-1 ,CHGB,CHGB
OID20990,OID20990,ASGR1,P07306,NEUROLOGY,1,Asialoglycoprotein receptor 1 ,ASGR1,ASGR1
OID20790,OID20790,SESTD1,Q86VW0,NEUROLOGY,1,SEC14 domain and spectrin repeat-containing protein 1 ,SESTD1,SESTD1
OID21066,OID21066,DKK1,O94907,NEUROLOGY,1,Dickkopf-related protein 1 ,DKK1,DKK1
OID21267,OID21267,BAMBI,Q13145,ONCOLOGY,1,BMP and activin membrane-bound inhibitor homolog ,BAMBI,BAMBI
OID21358,OID21358,PODXL,O00592,ONCOLOGY,1,Podocalyxin ,PODXL,PODXL
OID21252,OID21252,EGFL7,Q9UHF1,ONCOLOGY,1,Epidermal growth factor-like protein 7 ,EGFL7,EGFL7
OID21336,OID21336,UBAC1,Q9BSL1,ONCOLOGY,1,Ubiquitin-associated domain-containing protein 1 ,UBAC1,UBAC1
OID21369,OID21369,RBP5,P82980,ONCOLOGY,1,Retinol-binding protein 5 ,RBP5,RBP5
OID21359,OID21359,APBB1IP,Q7Z5R6,ONCOLOGY,1,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein ,APBB1IP,APBB1IP
OID21269,OID21269,ACAA1,P09110,ONCOLOGY,1,"3-ketoacyl-CoA thiolase, peroxisomal ",ACAA1,ACAA1
OID21508,OID21508,XPNPEP2,O43895,ONCOLOGY,1,Xaa-Pro aminopeptidase 2 ,XPNPEP2,XPNPEP2
OID21339,OID21339,KAZALD1,Q96I82,ONCOLOGY,1,Kazal-type serine protease inhibitor domain-containing protein 1,KAZALD1,KAZALD1
OID21264,OID21264,LYAR,Q9NX58,ONCOLOGY,1,Cell growth-regulating nucleolar protein,LYAR,LYAR
OID21505,OID21505,WFDC2,Q14508,ONCOLOGY,1,WAP four-disulfide core domain protein 2 ,WFDC2,WFDC2
OID21340,OID21340,CES3,Q6UWW8,ONCOLOGY,1,Carboxylesterase 3 ,CES3,CES3
OID21211,OID21211,RUVBL1,Q9Y265,ONCOLOGY,1,RuvB-like 1 ,RUVBL1,RUVBL1
OID21337,OID21337,ELOA,Q14241,ONCOLOGY,1,Elongin-A ,ELOA,ELOA
OID21236,OID21236,MED18,Q9BUE0,ONCOLOGY,1,Mediator of RNA polymerase II transcription subunit 18 ,MED18,MED18
OID21237,OID21237,TNF,P01375,ONCOLOGY,1,Tumor necrosis factor ,TNF,TNF
OID21226,OID21226,DDX58,O95786,ONCOLOGY,1,Antiviral innate immune response receptor RIG-I ,DDX58,RIGI
OID21437,OID21437,METAP2,P50579,ONCOLOGY,1,Methionine aminopeptidase 2 ,METAP2,METAP2
OID21414,OID21414,CASP8,Q14790,ONCOLOGY,1,Caspase-8 ,CASP8,CASP8
OID21402,OID21402,FGF21,Q9NSA1,ONCOLOGY,1,Fibroblast growth factor 21 ,FGF21,FGF21
OID21179,OID21179,RNF41,Q9H4P4,ONCOLOGY,1,E3 ubiquitin-protein ligase NRDP1 ,RNF41,RNF41
OID21500,OID21500,CTSF,Q9UBX1,ONCOLOGY,1,Cathepsin F ,CTSF,CTSF
OID21515,OID21515,CREG1,O75629,ONCOLOGY,1,Protein CREG1 ,CREG1,CREG1
OID21247,OID21247,GFAP,P14136,ONCOLOGY,1,Glial fibrillary acidic protein ,GFAP,GFAP
OID21313,OID21313,DKKL1,Q9UK85,ONCOLOGY,1,Dickkopf-like protein 1 ,DKKL1,DKKL1
OID21295,OID21295,CDKN2D,P55273,ONCOLOGY,1,Cyclin-dependent kinase 4 inhibitor D ,CDKN2D,CDKN2D
OID21206,OID21206,MAEA,Q7L5Y9,ONCOLOGY,1,E3 ubiquitin-protein transferase MAEA ,MAEA,MAEA
OID21386,OID21386,CBLN4,Q9NTU7,ONCOLOGY,1,Cerebellin-4 ,CBLN4,CBLN4
OID21389,OID21389,EBI3_IL27,Q14213_Q8NEV9,ONCOLOGY,1,Interleukin-27,EBI3_IL27,EBI3
OID21329,OID21329,SEMA4C,Q9C0C4,ONCOLOGY,1,Semaphorin-4C,SEMA4C,SEMA4C
OID21215,OID21215,FCGR2B,P31994,ONCOLOGY,1,Low affinity immunoglobulin gamma Fc region receptor II-b ,FCGR2B,FCGR2B
OID21311,OID21311,AARSD1,Q9BTE6,ONCOLOGY,1,Alanyl-tRNA editing protein Aarsd1 ,AARSD1,AARSD1
OID21398,OID21398,XCL1,P47992,ONCOLOGY,1,Lymphotactin ,XCL1,XCL1
OID21268,OID21268,ITGB1BP1,O14713,ONCOLOGY,1,Integrin beta-1-binding protein 1 ,ITGB1BP1,ITGB1BP1
OID21413,OID21413,AMBP,P02760,ONCOLOGY,1,Protein AMBP [Cleaved into: Alpha-1-microglobulin ,AMBP,AMBP
OID21514,OID21514,FURIN,P09958,ONCOLOGY,1,Furin ,FURIN,FURIN
OID21259,OID21259,GFER,P55789,ONCOLOGY,1,FAD-linked sulfhydryl oxidase ALR ,GFER,GFER
OID21466,OID21466,CCL8,P80075,ONCOLOGY,1,C-C motif chemokine 8 ,CCL8,CCL8
OID21519,OID21519,S100A4,P26447,ONCOLOGY,1,Protein S100-A4 ,S100A4,S100A4
OID21436,OID21436,RILP,Q96NA2,ONCOLOGY,1,Rab-interacting lysosomal protein,RILP,RILP
OID21338,OID21338,ERP44,Q9BS26,ONCOLOGY,1,Endoplasmic reticulum resident protein 44 ,ERP44,ERP44
OID21310,OID21310,VNN2,O95498,ONCOLOGY,1,Vascular non-inflammatory molecule 2 ,VNN2,VNN2
OID21404,OID21404,PRDX6,P30041,ONCOLOGY,1,Peroxiredoxin-6 ,PRDX6,PRDX6
OID21427,OID21427,CRNN,Q9UBG3,ONCOLOGY,1,Cornulin ,CRNN,CRNN
OID21293,OID21293,LRP1,Q07954,ONCOLOGY,1,Prolow-density lipoprotein receptor-related protein 1 ,LRP1,LRP1
OID21416,OID21416,ITGAV,P06756,ONCOLOGY,1,Integrin alpha-V ,ITGAV,ITGAV
OID21184,OID21184,PPM1A,P35813,ONCOLOGY,1,Protein phosphatase 1A ,PPM1A,PPM1A
OID21440,OID21440,F3,P13726,ONCOLOGY,1,Tissue factor ,F3,F3
OID21242,OID21242,GSTA3,Q16772,ONCOLOGY,1,Glutathione S-transferase A3 ,GSTA3,GSTA3
OID21483,OID21483,CD1C,P29017,ONCOLOGY,1,T-cell surface glycoprotein CD1c ,CD1C,CD1C
OID21177,OID21177,RARRES1,P49788,ONCOLOGY,1,Retinoic acid receptor responder protein 1 ,RARRES1,RARRES1
OID21212,OID21212,NFKBIE,O00221,ONCOLOGY,1,NF-kappa-B inhibitor epsilon ,NFKBIE,NFKBIE
OID21173,OID21173,GSAP,A4D1B5,ONCOLOGY,1,Gamma-secretase-activating protein ,GSAP,GSAP
OID21480,OID21480,DCXR,Q7Z4W1,ONCOLOGY,1,L-xylulose reductase ,DCXR,DCXR
OID21197,OID21197,AKT3,Q9Y243,ONCOLOGY,1,RAC-gamma serine/threonine-protein kinase ,AKT3,AKT3
OID21370,OID21370,AMIGO2,Q86SJ2,ONCOLOGY,1,Amphoterin-induced protein 2 ,AMIGO2,AMIGO2
OID21174,OID21174,RRM2B,Q7LG56,ONCOLOGY,1,Ribonucleoside-diphosphate reductase subunit M2 B ,RRM2B,RRM2B
OID21374,OID21374,S100A12,P80511,ONCOLOGY,1,Protein S100-A12 ,S100A12,S100A12
OID21448,OID21448,NUCB2,P80303,ONCOLOGY,1,Nucleobindin-2 ,NUCB2,NUCB2
OID21503,OID21503,SIAE,Q9HAT2,ONCOLOGY,1,Sialate O-acetylesterase ,SIAE,SIAE
OID21415,OID21415,RSPO3,Q9BXY4,ONCOLOGY,1,R-spondin-3 ,RSPO3,RSPO3
OID21517,OID21517,KLK8,O60259,ONCOLOGY,1,Kallikrein-8 ,KLK8,KLK8
OID21251,OID21251,LYPD8,Q6UX82,ONCOLOGY,1,Ly6/PLAUR domain-containing protein 8,LYPD8,LYPD8
OID21255,OID21255,ARHGAP25,P42331,ONCOLOGY,1,Rho GTPase-activating protein 25 ,ARHGAP25,ARHGAP25
OID21240,OID21240,STXBP3,O00186,ONCOLOGY,1,Syntaxin-binding protein 3 ,STXBP3,STXBP3
OID21332,OID21332,SCAMP3,O14828,ONCOLOGY,1,Secretory carrier-associated membrane protein 3 ,SCAMP3,SCAMP3
OID21273,OID21273,PDCD1LG2,Q9BQ51,ONCOLOGY,1,Programmed cell death 1 ligand 2 ,PDCD1LG2,PDCD1LG2
OID21285,OID21285,TACC3,Q9Y6A5,ONCOLOGY,1,Transforming acidic coiled-coil-containing protein 3 ,TACC3,TACC3
OID21291,OID21291,KLK13,Q9UKR3,ONCOLOGY,1,Kallikrein-13 ,KLK13,KLK13
OID21195,OID21195,CA11,O75493,ONCOLOGY,1,Carbonic anhydrase-related protein 11 ,CA11,CA11
OID21375,OID21375,SIRT2,Q8IXJ6,ONCOLOGY,1,NAD-dependent protein deacetylase sirtuin-2 ,SIRT2,SIRT2
OID21512,OID21512,TFPI2,P48307,ONCOLOGY,1,Tissue factor pathway inhibitor 2 ,TFPI2,TFPI2
OID21522,OID21522,ITGB5,P18084,ONCOLOGY,1,Integrin beta-5,ITGB5,ITGB5
OID21319,OID21319,CDKN1A,P38936,ONCOLOGY,1,Cyclin-dependent kinase inhibitor 1 ,CDKN1A,CDKN1A
OID21257,OID21257,CRH,P06850,ONCOLOGY,1,Corticoliberin ,CRH,CRH
OID21471,OID21471,HTRA2,O43464,ONCOLOGY,1,"Serine protease HTRA2, mitochondrial ",HTRA2,HTRA2
OID21350,OID21350,LYN,P07948,ONCOLOGY,1,Tyrosine-protein kinase Lyn ,LYN,LYN
OID21299,OID21299,DDAH1,O94760,ONCOLOGY,1,Dimethylarginine dimethylaminohydrolase 1,DDAH1,DDAH1
OID21324,OID21324,SRP14,P37108,ONCOLOGY,1,Signal recognition particle 14 kDa protein ,SRP14,SRP14
OID21216,OID21216,GFOD2,Q3B7J2,ONCOLOGY,1,Glucose-fructose oxidoreductase domain-containing protein 2 ,GFOD2,GFOD2
OID21334,OID21334,DCTN2,Q13561,ONCOLOGY,1,Dynactin subunit 2 ,DCTN2,DCTN2
OID21345,OID21345,INPP1,P49441,ONCOLOGY,1,Inositol polyphosphate 1-phosphatase ,INPP1,INPP1
OID21241,OID21241,CEP85,Q6P2H3,ONCOLOGY,1,Centrosomal protein of 85 kDa ,CEP85,CEP85
OID21443,OID21443,PRTG,Q2VWP7,ONCOLOGY,1,Protogenin ,PRTG,PRTG
OID21249,OID21249,CRACR2A,Q9BSW2,ONCOLOGY,1,EF-hand calcium-binding domain-containing protein 4B ,CRACR2A,CRACR2A
OID21344,OID21344,CA12,O43570,ONCOLOGY,1,Carbonic anhydrase 12 ,CA12,CA12
OID21444,OID21444,WISP1,O95388,ONCOLOGY,1,WNT1-inducible-signaling pathway protein 1 ,WISP1,CCN4
